date,total_confirm,total_suspect,total_heal,total_dead,total_severe,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,name
2020-03-15,19,0,1,0,0,8,0.0,0,0,0.0,,斯里兰卡
2020-03-16,23,0,1,0,0,4,0.0,0,0,0.0,,斯里兰卡
2020-03-17,43,0,1,0,0,20,0.0,0,0,0.0,,斯里兰卡
2020-03-18,50,0,1,0,0,7,0.0,0,0,0.0,,斯里兰卡
2020-03-19,60,0,1,0,0,10,0.0,0,0,0.0,,斯里兰卡
2020-03-20,66,0,1,0,0,6,0.0,0,0,0.0,,斯里兰卡
2020-03-22,81,0,1,0,0,15,0.0,0,0,0.0,,斯里兰卡
2020-03-23,92,0,1,0,0,11,0.0,0,0,0.0,,斯里兰卡
2020-03-24,102,0,3,0,0,10,0.0,2,0,0.0,,斯里兰卡
2020-03-26,106,0,7,0,0,4,0.0,4,0,0.0,,斯里兰卡
2020-03-28,113,0,7,1,0,7,0.0,0,1,0.0,,斯里兰卡
2020-03-29,117,0,7,1,0,4,0.0,0,0,0.0,,斯里兰卡
2020-03-31,132,0,16,2,0,15,0.0,9,1,0.0,,斯里兰卡
2020-02-25,1,0,0,0,0,1,0.0,0,0,,,阿尔及利亚
2020-03-03,5,0,0,0,0,4,0.0,0,0,,,阿尔及利亚
2020-03-04,17,0,0,0,0,12,0.0,0,0,0.0,,阿尔及利亚
2020-03-07,19,0,0,0,0,2,0.0,0,0,0.0,,阿尔及利亚
2020-03-08,20,0,0,0,0,1,0.0,0,0,0.0,,阿尔及利亚
2020-03-12,26,0,10,2,0,6,0.0,10,2,0.0,,阿尔及利亚
2020-03-13,27,0,10,2,0,1,0.0,0,0,0.0,,阿尔及利亚
2020-03-14,37,0,12,3,0,10,0.0,2,1,0.0,,阿尔及利亚
2020-03-15,45,0,12,3,0,8,0.0,0,0,0.0,,阿尔及利亚
2020-03-16,60,0,12,4,0,15,0.0,0,1,0.0,,阿尔及利亚
2020-03-18,75,0,32,7,0,15,0.0,20,3,0.0,,阿尔及利亚
2020-03-19,90,0,32,8,0,15,0.0,0,1,0.0,,阿尔及利亚
2020-03-20,201,0,32,17,0,111,0.0,0,9,0.0,,阿尔及利亚
2020-03-22,201,0,32,17,0,0,,0,0,,,阿尔及利亚
2020-03-23,230,0,32,17,0,29,0.0,0,0,0.0,,阿尔及利亚
2020-03-24,264,0,32,19,0,34,0.0,0,2,0.0,,阿尔及利亚
2020-03-25,302,0,32,21,0,38,0.0,0,2,0.0,,阿尔及利亚
2020-03-26,367,0,32,25,0,65,0.0,0,4,0.0,,阿尔及利亚
2020-03-27,409,0,32,26,0,42,0.0,0,1,0.0,,阿尔及利亚
2020-03-28,454,0,32,29,0,45,0.0,0,3,0.0,,阿尔及利亚
2020-03-29,511,0,32,31,0,57,0.0,0,2,0.0,,阿尔及利亚
2020-03-30,584,0,37,35,0,73,0.0,5,4,0.0,,阿尔及利亚
2020-02-08,1,0,0,0,0,1,0.0,0,0,,,柬埔寨
2020-02-28,1,0,1,0,0,0,0.0,1,0,,,柬埔寨
2020-03-07,2,0,1,0,0,1,0.0,0,0,0.0,,柬埔寨
2020-03-10,3,0,1,0,0,1,0.0,0,0,0.0,,柬埔寨
2020-03-12,5,0,1,0,0,2,0.0,0,0,0.0,,柬埔寨
2020-03-14,7,0,1,0,0,2,0.0,0,0,0.0,,柬埔寨
2020-03-15,12,0,1,0,0,5,0.0,0,0,0.0,,柬埔寨
2020-03-16,24,0,1,0,0,12,0.0,0,0,0.0,,柬埔寨
2020-03-18,35,0,1,0,0,11,0.0,0,0,0.0,,柬埔寨
2020-03-20,47,0,1,0,0,12,0.0,0,0,0.0,,柬埔寨
2020-03-23,86,0,1,0,0,39,0.0,0,0,0.0,,柬埔寨
2020-03-24,91,0,1,0,0,5,0.0,0,0,0.0,,柬埔寨
2020-03-25,96,0,1,0,0,5,0.0,0,0,0.0,,柬埔寨
2020-03-26,96,0,10,0,0,0,0.0,9,0,0.0,,柬埔寨
2020-03-19,2,0,0,0,0,2,0.0,0,0,0.0,,海地
2020-03-20,2,0,0,0,0,0,,0,0,,,海地
2020-03-26,8,0,0,0,0,6,0.0,0,0,0.0,,海地
2020-02-08,1,0,0,0,0,1,0.0,0,0,,,瑞典
2020-02-27,7,0,0,0,0,6,0.0,0,0,,,瑞典
2020-02-28,10,0,0,0,0,3,0.0,0,0,,,瑞典
2020-02-29,13,0,0,0,0,3,0.0,0,0,,,瑞典
2020-03-02,14,0,0,0,0,1,0.0,0,0,,,瑞典
2020-03-03,30,0,0,0,0,16,0.0,0,0,0.0,,瑞典
2020-03-04,52,0,0,0,0,22,0.0,0,0,0.0,,瑞典
2020-03-05,94,0,0,0,0,42,0.0,0,0,0.0,,瑞典
2020-03-06,137,0,0,0,0,43,0.0,0,0,0.0,,瑞典
2020-03-07,161,0,0,0,0,24,0.0,0,0,0.0,,瑞典
2020-03-08,203,0,0,0,0,42,0.0,0,0,0.0,,瑞典
2020-03-09,260,0,0,0,0,57,0.0,0,0,0.0,,瑞典
2020-03-10,355,0,0,0,0,95,0.0,0,0,0.0,,瑞典
2020-03-11,630,0,0,1,0,275,0.0,0,1,0.0,,瑞典
2020-03-12,683,0,0,1,0,53,0.0,0,0,0.0,,瑞典
2020-03-13,775,0,0,1,0,92,0.0,0,0,0.0,,瑞典
2020-03-14,961,0,0,2,0,186,0.0,0,1,0.0,,瑞典
2020-03-15,1023,0,0,3,0,62,0.0,0,1,0.0,,瑞典
2020-03-16,1119,0,0,7,0,96,0.0,0,4,0.0,,瑞典
2020-03-18,1279,0,0,10,0,160,0.0,0,3,0.0,,瑞典
2020-03-19,1423,0,0,11,0,144,0.0,0,1,0.0,,瑞典
2020-03-20,1623,0,0,16,0,200,0.0,0,5,0.0,,瑞典
2020-03-21,1746,0,0,20,0,123,0.0,0,4,0.0,,瑞典
2020-03-22,1906,0,0,21,0,160,0.0,0,1,0.0,,瑞典
2020-03-23,2016,0,0,25,0,110,0.0,0,4,0.0,,瑞典
2020-03-24,2272,0,0,36,0,256,0.0,0,11,0.0,,瑞典
2020-03-25,2510,0,0,42,0,238,0.0,0,6,0.0,,瑞典
2020-03-26,2806,0,16,66,0,296,0.0,16,24,0.0,,瑞典
2020-03-27,3046,0,16,92,0,240,0.0,0,26,0.0,,瑞典
2020-03-28,3447,0,16,102,0,401,0.0,0,10,0.0,,瑞典
2020-03-29,3700,0,16,110,0,253,0.0,0,8,0.0,,瑞典
2020-03-30,4028,0,16,146,0,328,0.0,0,36,0.0,,瑞典
2020-03-14,1,0,0,0,0,1,0.0,0,0,0.0,,特立尼达和多巴哥
2020-03-22,30,0,0,1,0,29,0.0,0,1,0.0,,特立尼达和多巴哥
2020-03-26,60,0,0,1,0,30,0.0,0,0,0.0,,特立尼达和多巴哥
2020-03-27,65,0,1,1,0,5,0.0,1,0,0.0,,特立尼达和多巴哥
2020-03-25,11,0,0,0,0,11,0.0,0,0,0.0,,吉布提
2020-03-27,12,0,0,0,0,1,0.0,0,0,0.0,,吉布提
2020-03-28,14,0,0,0,0,2,0.0,0,0,0.0,,吉布提
2020-03-29,18,0,0,0,0,4,0.0,0,0,0.0,,吉布提
2020-03-30,25,0,0,0,0,7,0.0,0,0,0.0,,吉布提
2020-03-09,2,0,0,0,0,2,0.0,0,0,0.0,,布基纳法索
2020-03-14,7,0,0,0,0,5,0.0,0,0,0.0,,布基纳法索
2020-03-15,15,0,0,0,0,8,0.0,0,0,0.0,,布基纳法索
2020-03-17,20,0,0,0,0,5,0.0,0,0,0.0,,布基纳法索
2020-03-18,15,0,0,1,0,0,0.0,0,1,0.0,,布基纳法索
2020-03-19,40,0,4,1,0,25,0.0,4,0,0.0,,布基纳法索
2020-03-20,40,0,4,1,0,0,,0,0,,,布基纳法索
2020-03-22,75,0,4,1,0,35,0.0,0,0,0.0,,布基纳法索
2020-03-23,99,0,5,4,0,24,0.0,1,3,0.0,,布基纳法索
2020-03-24,114,0,5,4,0,15,0.0,0,0,0.0,,布基纳法索
2020-03-25,146,0,5,4,0,32,0.0,0,0,0.0,,布基纳法索
2020-03-26,152,0,10,7,0,6,0.0,5,3,0.0,,布基纳法索
2020-03-27,180,0,12,9,0,28,0.0,2,2,0.0,,布基纳法索
2020-03-28,207,0,21,11,0,27,0.0,9,2,0.0,,布基纳法索
2020-03-29,222,0,31,12,0,15,0.0,10,1,0.0,,布基纳法索
2020-03-30,246,0,31,12,0,24,0.0,0,0,0.0,,布基纳法索
2020-02-08,1,0,0,0,0,1,0.0,0,0,,,比利时
2020-02-25,1,0,0,0,0,0,,0,0,,,比利时
2020-03-01,2,0,0,0,0,1,0.0,0,0,,,比利时
2020-03-02,8,0,0,0,0,6,0.0,0,0,,,比利时
2020-03-03,13,0,0,0,0,5,0.0,0,0,0.0,,比利时
2020-03-04,23,0,0,0,0,10,0.0,0,0,0.0,,比利时
2020-03-05,50,0,0,0,0,27,0.0,0,0,0.0,,比利时
2020-03-06,109,0,0,0,0,59,0.0,0,0,0.0,,比利时
2020-03-07,169,0,0,0,0,60,0.0,0,0,0.0,,比利时
2020-03-08,200,0,0,0,0,31,0.0,0,0,0.0,,比利时
2020-03-09,239,0,0,0,0,39,0.0,0,0,0.0,,比利时
2020-03-10,267,0,0,0,0,28,0.0,0,0,0.0,,比利时
2020-03-11,314,0,0,3,0,47,0.0,0,3,0.0,,比利时
2020-03-12,399,0,0,3,0,85,0.0,0,0,0.0,,比利时
2020-03-13,556,0,0,3,0,157,0.0,0,0,0.0,,比利时
2020-03-14,689,0,0,4,0,133,0.0,0,1,0.0,,比利时
2020-03-15,886,0,0,4,0,197,0.0,0,0,0.0,,比利时
2020-03-16,1058,0,0,5,0,172,0.0,0,1,0.0,,比利时
2020-03-17,1243,0,15,10,0,185,0.0,15,5,0.0,,比利时
2020-03-18,1486,0,15,14,0,243,0.0,0,4,0.0,,比利时
2020-03-19,1795,0,15,21,0,309,0.0,0,7,0.0,,比利时
2020-03-20,2257,0,15,37,0,462,0.0,0,16,0.0,,比利时
2020-03-21,2815,0,15,67,0,558,0.0,0,30,0.0,,比利时
2020-03-22,3401,0,15,75,0,586,0.0,0,8,0.0,,比利时
2020-03-23,3743,0,350,88,0,342,0.0,335,13,0.0,,比利时
2020-03-24,4269,0,350,122,0,526,0.0,0,34,0.0,,比利时
2020-03-25,4937,0,350,178,0,668,0.0,0,56,0.0,,比利时
2020-03-26,6235,0,675,220,0,1298,0.0,325,42,0.0,,比利时
2020-03-27,7284,0,675,289,0,1049,0.0,0,69,0.0,,比利时
2020-03-28,9134,0,675,353,0,1850,0.0,0,64,0.0,,比利时
2020-03-29,10836,0,675,431,0,1702,0.0,0,78,0.0,,比利时
2020-03-30,11899,0,675,513,0,1063,0.0,0,82,0.0,,比利时
2020-03-31,12775,0,1696,705,0,876,0.0,1021,192,0.0,,比利时
2020-02-23,1,0,0,0,0,1,0.0,0,0,,,伊拉克
2020-02-25,5,0,0,0,0,4,0.0,0,0,,,伊拉克
2020-02-27,7,0,0,0,0,2,0.0,0,0,,,伊拉克
2020-02-28,8,0,0,0,0,1,0.0,0,0,,,伊拉克
2020-02-29,13,0,0,0,0,5,0.0,0,0,,,伊拉克
2020-03-01,19,0,0,0,0,6,0.0,0,0,,,伊拉克
2020-03-02,26,0,0,0,0,7,0.0,0,0,,,伊拉克
2020-03-03,31,0,0,0,0,5,0.0,0,0,0.0,,伊拉克
2020-03-04,31,0,0,2,0,0,0.0,0,2,0.0,,伊拉克
2020-03-05,38,0,0,2,0,7,0.0,0,0,0.0,,伊拉克
2020-03-06,46,0,0,4,0,8,0.0,0,2,0.0,,伊拉克
2020-03-07,54,0,0,4,0,8,0.0,0,0,0.0,,伊拉克
2020-03-08,61,0,0,6,0,7,0.0,0,2,0.0,,伊拉克
2020-03-09,67,0,0,6,0,6,0.0,0,0,0.0,,伊拉克
2020-03-10,67,0,0,7,0,0,0.0,0,1,0.0,,伊拉克
2020-03-11,73,0,15,8,0,6,0.0,15,1,0.0,,伊拉克
2020-03-12,83,0,24,8,0,10,0.0,9,0,0.0,,伊拉克
2020-03-13,93,0,24,9,0,10,0.0,0,1,0.0,,伊拉克
2020-03-14,110,0,26,9,0,17,0.0,2,0,0.0,,伊拉克
2020-03-15,124,0,26,9,0,14,0.0,0,0,0.0,,伊拉克
2020-03-16,133,0,32,10,0,9,0.0,6,1,0.0,,伊拉克
2020-03-17,154,0,41,11,0,21,0.0,9,1,0.0,,伊拉克
2020-03-19,192,0,49,13,0,38,0.0,8,2,0.0,,伊拉克
2020-03-20,208,0,50,17,0,16,0.0,1,4,0.0,,伊拉克
2020-03-22,233,0,57,20,0,25,0.0,7,3,0.0,,伊拉克
2020-03-23,266,0,62,23,0,33,0.0,5,3,0.0,,伊拉克
2020-03-24,316,0,75,27,0,50,0.0,13,4,0.0,,伊拉克
2020-03-25,346,0,89,29,0,30,0.0,14,2,0.0,,伊拉克
2020-03-26,382,0,107,36,0,36,0.0,18,7,0.0,,伊拉克
2020-03-27,458,0,122,40,0,76,0.0,15,4,0.0,,伊拉克
2020-03-28,506,0,131,42,0,48,0.0,9,2,0.0,,伊拉克
2020-03-29,547,0,131,42,0,41,0.0,0,0,0.0,,伊拉克
2020-03-30,630,0,152,46,0,83,0.0,21,4,0.0,,伊拉克
2020-02-28,1,0,0,0,0,1,0.0,0,0,,,冰岛
2020-03-02,6,0,0,0,0,5,0.0,0,0,,,冰岛
2020-03-03,14,0,0,0,0,8,0.0,0,0,0.0,,冰岛
2020-03-04,26,0,0,0,0,12,0.0,0,0,0.0,,冰岛
2020-03-05,34,0,0,0,0,8,0.0,0,0,0.0,,冰岛
2020-03-06,35,0,0,0,0,1,0.0,0,0,0.0,,冰岛
2020-03-07,50,0,0,0,0,15,0.0,0,0,0.0,,冰岛
2020-03-08,55,0,0,0,0,5,0.0,0,0,0.0,,冰岛
2020-03-09,60,0,0,0,0,5,0.0,0,0,0.0,,冰岛
2020-03-10,69,0,0,0,0,9,0.0,0,0,0.0,,冰岛
2020-03-11,90,0,0,0,0,21,0.0,0,0,0.0,,冰岛
2020-03-12,109,0,0,0,0,19,0.0,0,0,0.0,,冰岛
2020-03-13,128,0,0,0,0,19,0.0,0,0,0.0,,冰岛
2020-03-14,156,0,0,0,0,28,0.0,0,0,0.0,,冰岛
2020-03-15,177,0,0,0,0,21,0.0,0,0,0.0,,冰岛
2020-03-16,180,0,0,0,0,3,0.0,0,0,0.0,,冰岛
2020-03-17,220,0,0,0,0,40,0.0,0,0,0.0,,冰岛
2020-03-19,330,0,0,0,0,110,0.0,0,0,0.0,,冰岛
2020-03-20,409,0,0,0,0,79,0.0,0,0,0.0,,冰岛
2020-03-22,568,0,0,0,0,159,0.0,0,0,0.0,,冰岛
2020-03-23,588,0,0,0,0,20,0.0,0,0,0.0,,冰岛
2020-03-24,648,0,0,2,0,60,0.0,0,2,0.0,,冰岛
2020-03-25,739,0,0,2,0,91,0.0,0,0,0.0,,冰岛
2020-03-26,802,0,82,2,0,63,0.0,82,0,0.0,,冰岛
2020-03-27,890,0,82,2,0,88,0.0,0,0,0.0,,冰岛
2020-03-28,963,0,97,2,0,73,0.0,15,0,0.0,,冰岛
2020-03-29,1020,0,124,2,0,57,0.0,27,0,0.0,,冰岛
2020-03-30,1086,0,157,2,0,66,0.0,33,0,0.0,,冰岛
2020-03-25,2,0,0,0,0,2,0.0,0,0,0.0,,几内亚比绍
2020-03-02,1,0,0,0,0,1,0.0,0,0,,,拉脱维亚
2020-03-08,2,0,0,0,0,1,0.0,0,0,0.0,,拉脱维亚
2020-03-09,6,0,0,0,0,4,0.0,0,0,0.0,,拉脱维亚
2020-03-10,8,0,0,0,0,2,0.0,0,0,0.0,,拉脱维亚
2020-03-11,10,0,0,0,0,2,0.0,0,0,0.0,,拉脱维亚
2020-03-12,16,0,0,0,0,6,0.0,0,0,0.0,,拉脱维亚
2020-03-13,18,0,0,0,0,2,0.0,0,0,0.0,,拉脱维亚
2020-03-14,26,0,0,0,0,8,0.0,0,0,0.0,,拉脱维亚
2020-03-15,30,0,0,0,0,4,0.0,0,0,0.0,,拉脱维亚
2020-03-16,34,0,0,0,0,4,0.0,0,0,0.0,,拉脱维亚
2020-03-17,49,0,0,0,0,15,0.0,0,0,0.0,,拉脱维亚
2020-03-18,49,0,0,0,0,0,0.0,0,0,0.0,,拉脱维亚
2020-03-19,86,0,0,0,0,37,0.0,0,0,0.0,,拉脱维亚
2020-03-22,139,0,0,0,0,53,0.0,0,0,0.0,,拉脱维亚
2020-03-23,180,0,0,0,0,41,0.0,0,0,0.0,,拉脱维亚
2020-03-24,197,0,0,0,0,17,0.0,0,0,0.0,,拉脱维亚
2020-03-25,221,0,0,0,0,24,0.0,0,0,0.0,,拉脱维亚
2020-03-26,244,0,1,0,0,23,0.0,1,0,0.0,,拉脱维亚
2020-03-27,280,0,1,0,0,36,0.0,0,0,0.0,,拉脱维亚
2020-03-28,305,0,1,0,0,25,0.0,0,0,0.0,,拉脱维亚
2020-03-29,347,0,1,0,0,42,0.0,0,0,0.0,,拉脱维亚
2020-03-30,376,0,1,0,0,29,0.0,0,0,0.0,,拉脱维亚
2020-03-05,1,0,0,0,0,1,0.0,0,0,0.0,,不丹
2020-03-25,2,0,0,0,0,1,0.0,0,0,0.0,,不丹
2020-03-27,3,0,0,0,0,1,0.0,0,0,0.0,,不丹
2020-02-26,1,0,0,0,0,1,0.0,0,0,,,挪威
2020-02-28,5,0,0,0,0,4,0.0,0,0,,,挪威
2020-02-29,15,0,0,0,0,10,0.0,0,0,,,挪威
2020-03-01,19,0,0,0,0,4,0.0,0,0,,,挪威
2020-03-02,25,0,0,0,0,6,0.0,0,0,,,挪威
2020-03-03,33,0,0,0,0,8,0.0,0,0,0.0,,挪威
2020-03-04,56,0,0,0,0,23,0.0,0,0,0.0,,挪威
2020-03-05,86,0,0,0,0,30,0.0,0,0,0.0,,挪威
2020-03-06,113,0,0,0,0,27,0.0,0,0,0.0,,挪威
2020-03-07,147,0,0,0,0,34,0.0,0,0,0.0,,挪威
2020-03-08,169,0,0,0,0,22,0.0,0,0,0.0,,挪威
2020-03-10,277,0,0,0,0,108,0.0,0,0,0.0,,挪威
2020-03-11,629,0,0,0,0,352,0.0,0,0,0.0,,挪威
2020-03-12,703,0,0,0,0,74,0.0,0,0,0.0,,挪威
2020-03-13,996,0,0,0,0,293,0.0,0,0,0.0,,挪威
2020-03-14,1046,0,0,3,0,50,0.0,0,3,0.0,,挪威
2020-03-15,1109,0,0,3,0,63,0.0,0,0,0.0,,挪威
2020-03-16,1331,0,0,3,0,222,0.0,0,0,0.0,,挪威
2020-03-18,1562,0,0,6,0,231,0.0,0,3,0.0,,挪威
2020-03-19,1758,0,0,7,0,196,0.0,0,1,0.0,,挪威
2020-03-20,1939,0,0,7,0,181,0.0,0,0,0.0,,挪威
2020-03-21,2164,0,0,7,0,225,0.0,0,0,0.0,,挪威
2020-03-22,2262,0,0,7,0,98,0.0,0,0,0.0,,挪威
2020-03-23,2573,0,0,10,0,311,0.0,0,3,0.0,,挪威
2020-03-24,2796,0,0,12,0,223,0.0,0,2,0.0,,挪威
2020-03-25,3041,0,0,14,0,245,0.0,0,2,0.0,,挪威
2020-03-26,3315,0,6,14,0,274,0.0,6,0,0.0,,挪威
2020-03-27,3721,0,6,19,0,406,0.0,0,5,0.0,,挪威
2020-03-28,3981,0,6,22,0,260,0.0,0,3,0.0,,挪威
2020-03-29,4245,0,7,26,0,264,0.0,1,4,0.0,,挪威
2020-03-30,4451,0,7,32,0,206,0.0,0,6,0.0,,挪威
2020-03-01,2,0,0,0,0,2,0.0,0,0,,,印度尼西亚
2020-03-08,6,0,0,0,0,4,0.0,0,0,0.0,,印度尼西亚
2020-03-09,19,0,0,0,0,13,0.0,0,0,0.0,,印度尼西亚
2020-03-10,27,0,0,0,0,8,0.0,0,0,0.0,,印度尼西亚
2020-03-11,34,0,0,1,0,7,0.0,0,1,0.0,,印度尼西亚
2020-03-12,69,0,0,1,0,35,0.0,0,0,0.0,,印度尼西亚
2020-03-13,96,0,5,4,0,27,0.0,5,3,0.0,,印度尼西亚
2020-03-14,96,0,5,4,0,0,,0,0,,,印度尼西亚
2020-03-15,117,0,8,5,0,21,0.0,3,1,0.0,,印度尼西亚
2020-03-16,134,0,8,5,0,17,0.0,0,0,0.0,,印度尼西亚
2020-03-17,172,0,8,5,0,38,0.0,0,0,0.0,,印度尼西亚
2020-03-18,227,0,11,19,0,55,0.0,3,14,0.0,,印度尼西亚
2020-03-19,309,0,15,25,0,82,0.0,4,6,0.0,,印度尼西亚
2020-03-20,369,0,17,32,0,60,0.0,2,7,0.0,,印度尼西亚
2020-03-21,454,0,17,38,0,85,0.0,0,6,0.0,,印度尼西亚
2020-03-22,518,0,29,48,0,64,0.0,12,10,0.0,,印度尼西亚
2020-03-23,579,0,30,49,0,61,0.0,1,1,0.0,,印度尼西亚
2020-03-24,686,0,30,50,0,107,0.0,0,1,0.0,,印度尼西亚
2020-03-25,790,0,30,58,0,104,0.0,0,8,0.0,,印度尼西亚
2020-03-26,893,0,35,78,0,103,0.0,5,20,0.0,,印度尼西亚
2020-03-27,1046,0,46,87,0,153,0.0,11,9,0.0,,印度尼西亚
2020-03-28,1155,0,59,102,0,109,0.0,13,15,0.0,,印度尼西亚
2020-03-29,1285,0,59,102,0,130,0.0,0,0,0.0,,印度尼西亚
2020-03-30,1414,0,59,122,0,129,0.0,0,20,0.0,,印度尼西亚
2020-03-31,1528,0,59,136,0,114,0.0,0,14,0.0,,印度尼西亚
2020-03-21,2,0,0,0,0,2,0.0,0,0,0.0,,安哥拉
2020-03-22,2,0,0,0,0,0,,0,0,,,安哥拉
2020-03-23,3,0,0,0,0,1,0.0,0,0,0.0,,安哥拉
2020-03-26,4,0,0,0,0,1,0.0,0,0,0.0,,安哥拉
2020-03-28,5,0,0,0,0,1,0.0,0,0,0.0,,安哥拉
2020-03-29,7,0,0,2,0,2,0.0,0,2,0.0,,安哥拉
2020-03-30,7,0,1,2,0,0,0.0,1,0,0.0,,安哥拉
2020-03-26,5,0,0,1,0,5,0.0,0,1,0.0,,开曼群岛
2020-03-13,1,0,0,0,0,1,0.0,0,0,0.0,,埃塞俄比亚
2020-03-15,4,0,0,0,0,3,0.0,0,0,0.0,,埃塞俄比亚
2020-03-17,6,0,0,0,0,2,0.0,0,0,0.0,,埃塞俄比亚
2020-03-19,9,0,0,0,0,3,0.0,0,0,0.0,,埃塞俄比亚
2020-03-22,11,0,0,0,0,2,0.0,0,0,0.0,,埃塞俄比亚
2020-03-23,12,0,0,0,0,1,0.0,0,0,0.0,,埃塞俄比亚
2020-03-27,16,0,0,0,0,4,0.0,0,0,0.0,,埃塞俄比亚
2020-03-29,21,0,1,0,0,5,0.0,1,0,0.0,,埃塞俄比亚
2020-03-31,25,0,2,0,0,4,0.0,1,0,0.0,,埃塞俄比亚
2020-03-06,1,0,0,0,0,1,0.0,0,0,0.0,,梵蒂冈
2020-03-25,4,0,0,0,0,3,0.0,0,0,0.0,,梵蒂冈
2020-03-29,6,0,0,0,0,2,0.0,0,0,0.0,,梵蒂冈
2020-03-11,1,0,0,0,0,1,0.0,0,0,0.0,,科特迪瓦
2020-03-14,4,0,0,0,0,3,0.0,0,0,0.0,,科特迪瓦
2020-03-16,6,0,1,0,0,2,0.0,1,0,0.0,,科特迪瓦
2020-03-20,14,0,1,0,0,8,0.0,0,0,0.0,,科特迪瓦
2020-03-22,25,0,1,0,0,11,0.0,0,0,0.0,,科特迪瓦
2020-03-24,73,0,3,0,0,48,0.0,2,0,0.0,,科特迪瓦
2020-03-25,80,0,3,0,0,7,0.0,0,0,0.0,,科特迪瓦
2020-03-26,96,0,3,0,0,16,0.0,0,0,0.0,,科特迪瓦
2020-03-27,101,0,3,0,0,5,0.0,0,0,0.0,,科特迪瓦
2020-03-28,140,0,3,0,0,39,0.0,0,0,0.0,,科特迪瓦
2020-03-29,165,0,4,0,0,25,0.0,1,0,0.0,,科特迪瓦
2020-03-30,168,0,6,1,0,3,0.0,2,1,0.0,,科特迪瓦
2020-02-28,1,0,0,0,0,1,0.0,0,0,,,卡塔尔
2020-02-29,1,0,0,0,0,0,0.0,0,0,,,卡塔尔
2020-03-02,7,0,0,0,0,6,0.0,0,0,,,卡塔尔
2020-03-06,11,0,0,0,0,4,0.0,0,0,0.0,,卡塔尔
2020-03-08,12,0,0,0,0,1,0.0,0,0,0.0,,卡塔尔
2020-03-09,18,0,0,0,0,6,0.0,0,0,0.0,,卡塔尔
2020-03-10,24,0,0,0,0,6,0.0,0,0,0.0,,卡塔尔
2020-03-11,263,0,0,0,0,239,0.0,0,0,0.0,,卡塔尔
2020-03-13,337,0,0,0,0,74,0.0,0,0,0.0,,卡塔尔
2020-03-14,337,0,4,0,0,0,0.0,4,0,0.0,,卡塔尔
2020-03-15,401,0,4,0,0,64,0.0,0,0,0.0,,卡塔尔
2020-03-16,442,0,4,0,0,41,0.0,0,0,0.0,,卡塔尔
2020-03-18,452,0,4,0,0,10,0.0,0,0,0.0,,卡塔尔
2020-03-20,470,0,4,0,0,18,0.0,0,0,0.0,,卡塔尔
2020-03-22,494,0,33,0,0,24,0.0,29,0,0.0,,卡塔尔
2020-03-23,501,0,37,0,0,7,0.0,4,0,0.0,,卡塔尔
2020-03-24,526,0,41,0,0,25,0.0,4,0,0.0,,卡塔尔
2020-03-25,537,0,41,0,0,11,0.0,0,0,0.0,,卡塔尔
2020-03-26,549,0,43,0,0,12,0.0,2,0,0.0,,卡塔尔
2020-03-27,562,0,43,0,0,13,0.0,0,0,0.0,,卡塔尔
2020-03-28,590,0,45,1,0,28,0.0,2,1,0.0,,卡塔尔
2020-03-29,634,0,45,1,0,44,0.0,0,0,0.0,,卡塔尔
2020-03-30,693,0,51,1,0,59,0.0,6,0,0.0,,卡塔尔
2020-02-26,1,0,0,0,0,1,0.0,0,0,,,格鲁吉亚
2020-02-28,2,0,0,0,0,1,0.0,0,0,,,格鲁吉亚
2020-02-29,3,0,0,0,0,1,0.0,0,0,,,格鲁吉亚
2020-03-06,9,0,0,0,0,6,0.0,0,0,0.0,,格鲁吉亚
2020-03-07,13,0,0,0,0,4,0.0,0,0,0.0,,格鲁吉亚
2020-03-09,15,0,0,0,0,2,0.0,0,0,0.0,,格鲁吉亚
2020-03-10,23,0,0,0,0,8,0.0,0,0,0.0,,格鲁吉亚
2020-03-12,25,0,0,0,0,2,0.0,0,0,0.0,,格鲁吉亚
2020-03-14,30,0,0,0,0,5,0.0,0,0,0.0,,格鲁吉亚
2020-03-15,33,0,1,0,0,3,0.0,1,0,0.0,,格鲁吉亚
2020-03-18,38,0,1,0,0,5,0.0,0,0,0.0,,格鲁吉亚
2020-03-19,40,0,1,0,0,2,0.0,0,0,0.0,,格鲁吉亚
2020-03-20,43,0,1,0,0,3,0.0,0,0,0.0,,格鲁吉亚
2020-03-21,49,0,1,0,0,6,0.0,0,0,0.0,,格鲁吉亚
2020-03-22,54,0,3,0,0,5,0.0,2,0,0.0,,格鲁吉亚
2020-03-23,61,0,8,0,0,7,0.0,5,0,0.0,,格鲁吉亚
2020-03-24,70,0,9,0,0,9,0.0,1,0,0.0,,格鲁吉亚
2020-03-25,73,0,10,0,0,3,0.0,1,0,0.0,,格鲁吉亚
2020-03-26,77,0,10,0,0,4,0.0,0,0,0.0,,格鲁吉亚
2020-03-27,81,0,13,0,0,4,0.0,3,0,0.0,,格鲁吉亚
2020-03-28,85,0,14,0,0,4,0.0,1,0,0.0,,格鲁吉亚
2020-03-31,108,0,21,0,0,23,0.0,7,0,0.0,,格鲁吉亚
2020-02-28,3,0,0,0,0,3,0.0,0,0,,,墨西哥
