timestamp,id,group,action
2016/9/27 03:16,468496,experiment,view
2016/9/27 03:57,604499,control,view
2016/9/27 04:08,632767,control,view
2016/9/27 04:09,632767,control,click
2016/9/27 04:15,726650,control,view
2016/9/27 04:16,726650,control,click
2016/9/27 05:19,867214,control,view
2016/9/27 06:06,823179,control,view
2016/9/27 06:16,323891,control,view
2016/9/27 06:21,349239,experiment,view
2016/9/27 06:22,349239,experiment,click
2016/9/27 06:54,913215,control,view
2016/9/27 06:54,225854,control,view
2016/9/27 06:55,225854,control,click
2016/9/27 07:26,828266,experiment,view
2016/9/27 07:26,828266,experiment,click
2016/9/27 08:12,873677,control,view
2016/9/27 08:18,774573,control,view
2016/9/27 08:19,774573,control,click
2016/9/27 09:02,825953,experiment,view
2016/9/27 09:03,825953,experiment,click
2016/9/27 09:33,449882,control,view
2016/9/27 09:34,449882,control,click
2016/9/27 09:39,933055,experiment,view
2016/9/27 09:55,413739,control,view
2016/9/27 10:47,712268,control,view
2016/9/27 10:51,667178,experiment,view
2016/9/27 11:02,457832,control,view
2016/9/27 11:03,457832,control,click
2016/9/27 11:17,404638,experiment,view
2016/9/27 12:13,931812,control,view
2016/9/27 12:14,931812,control,click
2016/9/27 12:16,557715,control,view
2016/9/27 12:18,557715,control,click
2016/9/27 12:29,786605,experiment,view
2016/9/27 12:30,786605,experiment,click
2016/9/27 13:06,435555,experiment,view
2016/9/27 13:18,435421,control,view
2016/9/27 14:17,335252,control,view
2016/9/27 14:19,784186,experiment,view
2016/9/27 14:54,420863,experiment,view
2016/9/27 14:55,420863,experiment,click
2016/9/27 15:43,755354,experiment,view
2016/9/27 15:44,755354,experiment,click
2016/9/27 15:59,528671,control,view
2016/9/27 16:32,687687,experiment,view
2016/9/27 17:47,253938,control,view
2016/9/27 18:22,636192,control,view
2016/9/27 18:40,802031,experiment,view
2016/9/27 20:59,271548,experiment,view
2016/9/27 21:17,619230,experiment,view
2016/9/27 21:17,619230,experiment,click
2016/9/27 22:16,424146,control,view
2016/9/27 22:17,424146,control,click
2016/9/27 22:31,887415,experiment,view
2016/9/27 22:46,751437,experiment,view
2016/9/27 22:51,919453,control,view
2016/9/27 23:14,838042,experiment,view
2016/9/27 23:14,838042,experiment,click
2016/9/27 23:36,536050,experiment,view
2016/9/27 23:50,854122,experiment,view
2016/9/28 00:42,580650,experiment,view
2016/9/28 00:44,443177,control,view
2016/9/28 00:45,443177,control,click
2016/9/28 01:18,483361,experiment,view
2016/9/28 01:40,782149,control,view
2016/9/28 01:50,673124,control,view
2016/9/28 01:50,673124,control,click
2016/9/28 02:00,378232,experiment,view
2016/9/28 02:01,378232,experiment,click
2016/9/28 02:24,883682,control,view
2016/9/28 02:25,883682,control,click
2016/9/28 02:52,559812,control,view
2016/9/28 02:52,559812,control,click
2016/9/28 02:57,295393,control,view
2016/9/28 03:34,602789,experiment,view
2016/9/28 03:43,931905,control,view
2016/9/28 03:44,931905,control,click
2016/9/28 03:53,357843,experiment,view
2016/9/28 04:08,849987,control,view
2016/9/28 04:31,638030,experiment,view
2016/9/28 04:32,638030,experiment,click
2016/9/28 04:41,450877,control,view
2016/9/28 04:43,450877,control,click
2016/9/28 05:49,539338,experiment,view
2016/9/28 05:50,539338,experiment,click
2016/9/28 06:07,237418,experiment,view
2016/9/28 07:02,423971,experiment,view
2016/9/28 07:18,619878,control,view
2016/9/28 08:45,493984,experiment,view
2016/9/28 09:17,251716,experiment,view
2016/9/28 09:17,251716,experiment,click
2016/9/28 09:44,359196,experiment,view
2016/9/28 10:38,546596,control,view
2016/9/28 10:57,400503,control,view
2016/9/28 11:41,407297,control,view
2016/9/28 12:39,618384,experiment,view
2016/9/28 12:48,232631,experiment,view
2016/9/28 12:51,457163,experiment,view
2016/9/28 12:54,729953,control,view
2016/9/28 13:17,779309,experiment,view
2016/9/28 14:33,815910,experiment,view
2016/9/28 14:51,541336,experiment,view
2016/9/28 15:33,649807,experiment,view
2016/9/28 15:34,649807,experiment,click
2016/9/28 16:03,884709,experiment,view
2016/9/28 16:04,884709,experiment,click
2016/9/28 16:46,363131,control,view
2016/9/28 16:47,420185,experiment,view
2016/9/28 16:48,363131,control,click
2016/9/28 17:02,725841,control,view
2016/9/28 17:45,883875,control,view
2016/9/28 17:46,883875,control,click
2016/9/28 17:48,291408,control,view
2016/9/28 17:55,634811,control,view
2016/9/28 17:56,634811,control,click
2016/9/28 18:53,489374,control,view
2016/9/28 18:54,489374,control,click
2016/9/28 19:27,615186,experiment,view
2016/9/28 19:28,615186,experiment,click
2016/9/28 19:38,526194,control,view
2016/9/28 19:39,497376,control,view
2016/9/28 19:41,898133,experiment,view
2016/9/28 20:56,228046,experiment,view
2016/9/28 21:38,726961,control,view
2016/9/28 21:39,726961,control,click
2016/9/28 21:50,818850,experiment,view
2016/9/28 22:59,676142,control,view
2016/9/28 23:11,557859,experiment,view
2016/9/28 23:22,559646,experiment,view
2016/9/28 23:22,559646,experiment,click
2016/9/28 23:40,865309,experiment,view
2016/9/28 23:53,230350,control,view
2016/9/28 23:54,230350,control,click
2016/9/29 01:41,246777,control,view
2016/9/29 01:48,378864,control,view
2016/9/29 01:49,378864,control,click
2016/9/29 02:29,261489,control,view
2016/9/29 02:30,261489,control,click
2016/9/29 02:30,428396,experiment,view
2016/9/29 02:58,700205,experiment,view
2016/9/29 02:59,700205,experiment,click
2016/9/29 03:15,540729,control,view
2016/9/29 03:16,540729,control,click
2016/9/29 04:28,388377,control,view
2016/9/29 04:29,388377,control,click
2016/9/29 05:22,926290,experiment,view
2016/9/29 05:27,737955,experiment,view
2016/9/29 05:38,352484,control,view
2016/9/29 05:46,550280,control,view
2016/9/29 05:46,550280,control,click
2016/9/29 06:40,789963,experiment,view
2016/9/29 07:30,611910,control,view
2016/9/29 08:02,811916,control,view
2016/9/29 08:07,619415,experiment,view
2016/9/29 08:08,619415,experiment,click
2016/9/29 08:24,854703,experiment,view
2016/9/29 08:39,433949,control,view
2016/9/29 09:44,238749,control,view
2016/9/29 09:50,645349,experiment,view
2016/9/29 09:51,645349,experiment,click
2016/9/29 10:30,764290,experiment,view
2016/9/29 10:42,427317,experiment,view
2016/9/29 10:53,887912,control,view
2016/9/29 10:54,887912,control,click
2016/9/29 11:38,776364,control,view
2016/9/29 11:39,776364,control,click
2016/9/29 13:35,718416,control,view
2016/9/29 13:41,793781,experiment,view
2016/9/29 13:45,919949,experiment,view
2016/9/29 13:54,460803,experiment,view
2016/9/29 14:06,537260,control,view
2016/9/29 14:13,701353,control,view
2016/9/29 17:05,814447,control,view
2016/9/29 17:50,192842,experiment,view
2016/9/29 17:55,432416,experiment,view
2016/9/29 17:56,432416,experiment,click
2016/9/29 18:31,237346,control,view
2016/9/29 18:33,237346,control,click
2016/9/29 20:48,744924,control,view
2016/9/29 20:54,236182,control,view
2016/9/29 21:19,935669,control,view
2016/9/29 22:18,828426,control,view
2016/9/29 22:20,828426,control,click
2016/9/29 22:30,819705,control,view
2016/9/29 22:47,506078,control,view
2016/9/29 23:04,183089,control,view
2016/9/29 23:43,404428,control,view
2016/9/29 23:44,404428,control,click
2016/9/30 01:09,526403,control,view
2016/9/30 01:31,749126,control,view
2016/9/30 01:41,223844,experiment,view
2016/9/30 02:21,380039,control,view
2016/9/30 02:40,696656,experiment,view
2016/9/30 02:42,696656,experiment,click
2016/9/30 02:51,844240,experiment,view
2016/9/30 02:54,198104,experiment,view
2016/9/30 04:28,692042,control,view
2016/9/30 04:40,595360,control,view
2016/9/30 04:53,297965,experiment,view
2016/9/30 04:55,297965,experiment,click
2016/9/30 05:03,352908,experiment,view
2016/9/30 05:05,430193,experiment,view
2016/9/30 05:06,430193,experiment,click
2016/9/30 05:29,309476,control,view
2016/9/30 05:43,399915,experiment,view
2016/9/30 05:45,399915,experiment,click
2016/9/30 06:14,918596,experiment,view
2016/9/30 06:14,918596,experiment,click
2016/9/30 06:23,418396,experiment,view
2016/9/30 06:33,826501,experiment,view
2016/9/30 06:33,826501,experiment,click
2016/9/30 07:04,904681,control,view
2016/9/30 07:07,217938,experiment,view
2016/9/30 07:18,377975,control,view
2016/9/30 07:22,622750,control,view
2016/9/30 07:36,304119,control,view
2016/9/30 08:15,503937,experiment,view
2016/9/30 08:46,554579,control,view
2016/9/30 09:02,934486,control,view
2016/9/30 09:03,934486,control,click
2016/9/30 09:11,759450,control,view
2016/9/30 10:45,737683,experiment,view
2016/9/30 10:45,737683,experiment,click
2016/9/30 10:59,527952,experiment,view
2016/9/30 11:07,200061,control,view
2016/9/30 11:08,200061,control,click
2016/9/30 11:21,788377,experiment,view
2016/9/30 11:36,505687,control,view
2016/9/30 11:39,231776,control,view
2016/9/30 12:27,434858,control,view
2016/9/30 12:46,809818,experiment,view
2016/9/30 12:51,287233,control,view
2016/9/30 13:02,395723,experiment,view
2016/9/30 13:04,395723,experiment,click
2016/9/30 13:14,677294,control,view
2016/9/30 13:16,677294,control,click
2016/9/30 13:59,759783,control,view
2016/9/30 14:00,759783,control,click
2016/9/30 14:50,581893,control,view
2016/9/30 14:51,581893,control,click
2016/9/30 14:56,900876,experiment,view
2016/9/30 15:22,919155,experiment,view
2016/9/30 16:27,426465,control,view
2016/9/30 16:28,426465,control,click
2016/9/30 16:36,370113,experiment,view
2016/9/30 17:08,578003,experiment,view
2016/9/30 17:09,578003,experiment,click
2016/9/30 17:51,621925,control,view
2016/9/30 17:51,621925,control,click
2016/9/30 18:45,741646,control,view
2016/9/30 18:49,610236,experiment,view
2016/9/30 18:50,528337,control,view
2016/9/30 19:32,593934,control,view
2016/9/30 20:01,374130,experiment,view
2016/9/30 21:02,252675,experiment,view
2016/9/30 21:17,680053,control,view
2016/9/30 22:14,225328,experiment,view
2016/9/30 22:45,329343,control,view
2016/9/30 22:46,329343,control,click
2016/9/30 22:54,732609,experiment,view
2016/10/1 00:18,419220,experiment,view
2016/10/1 00:19,419220,experiment,click
2016/10/1 00:30,857354,experiment,view
2016/10/1 01:07,564317,control,view
2016/10/1 01:17,398733,experiment,view
2016/10/1 01:22,367861,control,view
2016/10/1 01:34,874593,experiment,view
2016/10/1 02:16,798527,control,view
2016/10/1 02:46,243913,control,view
2016/10/1 02:47,586146,control,view
2016/10/1 02:47,243913,control,click
2016/10/1 03:18,667813,experiment,view
2016/10/1 03:21,352461,control,view
2016/10/1 03:22,352461,control,click
2016/10/1 04:05,405944,control,view
2016/10/1 04:17,445193,control,view
2016/10/1 04:33,863877,experiment,view
2016/10/1 04:40,584788,control,view
2016/10/1 04:49,442125,experiment,view
2016/10/1 05:06,687985,experiment,view
2016/10/1 05:06,687985,experiment,click
2016/10/1 05:08,606456,control,view
2016/10/1 06:27,814255,experiment,view
2016/10/1 07:51,663691,experiment,view
2016/10/1 08:10,886958,experiment,view
2016/10/1 08:25,589033,experiment,view
2016/10/1 08:32,464749,control,view
2016/10/1 08:32,681253,control,view
2016/10/1 08:35,374164,control,view
2016/10/1 08:37,429976,control,view
2016/10/1 08:38,494246,control,view
2016/10/1 08:52,655266,experiment,view
2016/10/1 08:52,655266,experiment,click
2016/10/1 09:09,387894,control,view
2016/10/1 10:17,206558,experiment,view
2016/10/1 10:19,206558,experiment,click
2016/10/1 10:42,866836,control,view
2016/10/1 10:50,742492,control,view
2016/10/1 10:50,742492,control,click
2016/10/1 11:17,497922,control,view
2016/10/1 11:24,592295,control,view
2016/10/1 12:13,545343,experiment,view
2016/10/1 12:17,873277,control,view
2016/10/1 12:18,873277,control,click
2016/10/1 12:18,279949,experiment,view
2016/10/1 12:19,279949,experiment,click
2016/10/1 12:20,697778,control,view
2016/10/1 12:25,369465,experiment,view
2016/10/1 13:00,913653,control,view
2016/10/1 13:10,402090,control,view
2016/10/1 13:11,402090,control,click
2016/10/1 13:34,817559,control,view
2016/10/1 13:35,817559,control,click
2016/10/1 14:38,686900,experiment,view
2016/10/1 15:05,559647,experiment,view
2016/10/1 15:06,559647,experiment,click
2016/10/1 15:20,629050,experiment,view
2016/10/1 15:22,405461,control,view
2016/10/1 15:22,405461,control,click
2016/10/1 15:38,933564,experiment,view
2016/10/1 16:48,231140,experiment,view
2016/10/1 16:58,456488,experiment,view
2016/10/1 17:10,417883,experiment,view
2016/10/1 17:38,795866,experiment,view
2016/10/1 17:47,881584,experiment,view
2016/10/1 17:52,814054,control,view
2016/10/1 18:00,860652,control,view
2016/10/1 18:10,934795,control,view
2016/10/1 18:11,934795,control,click
2016/10/1 19:03,451770,control,view
2016/10/1 19:25,213229,experiment,view
2016/10/1 19:30,476376,control,view
2016/10/1 19:31,476376,control,click
2016/10/1 19:47,691152,control,view
2016/10/1 19:48,691152,control,click
2016/10/1 20:41,586560,experiment,view
2016/10/1 20:49,914166,control,view
2016/10/1 20:51,424505,experiment,view
2016/10/1 20:52,424505,experiment,click
2016/10/1 21:27,584067,control,view
2016/10/1 21:43,231738,control,view
2016/10/1 21:46,672277,control,view
2016/10/1 22:19,574460,control,view
2016/10/2 00:34,675914,control,view
2016/10/2 01:43,746681,control,view
2016/10/2 02:20,388253,experiment,view
2016/10/2 02:27,658065,control,view
2016/10/2 02:55,465282,experiment,view
2016/10/2 05:10,384362,control,view
2016/10/2 06:02,423385,control,view
2016/10/2 06:06,766624,experiment,view
2016/10/2 06:06,483457,control,view
2016/10/2 06:07,766624,experiment,click
2016/10/2 06:24,773614,control,view
2016/10/2 06:44,783023,experiment,view
2016/10/2 07:22,224553,control,view
2016/10/2 07:37,189438,experiment,view
2016/10/2 07:40,876039,experiment,view
2016/10/2 08:55,440182,control,view
2016/10/2 09:16,275851,control,view
2016/10/2 09:32,378476,experiment,view
2016/10/2 09:33,378476,experiment,click
2016/10/2 09:58,674584,control,view
2016/10/2 10:24,495430,control,view
2016/10/2 10:27,651428,experiment,view
2016/10/2 10:29,666424,experiment,view
2016/10/2 10:30,860419,control,view
2016/10/2 11:04,554810,experiment,view
2016/10/2 11:34,541367,control,view
2016/10/2 12:02,708992,control,view
2016/10/2 12:02,708992,control,click
2016/10/2 12:41,569198,control,view
2016/10/2 12:42,825944,experiment,view
2016/10/2 12:43,825944,experiment,click
2016/10/2 12:48,715790,experiment,view
2016/10/2 13:13,717081,control,view
2016/10/2 13:15,717081,control,click
2016/10/2 13:24,221640,control,view
2016/10/2 14:37,776249,experiment,view
2016/10/2 15:06,396642,experiment,view
2016/10/2 15:30,335999,experiment,view
2016/10/2 15:30,335999,experiment,click
2016/10/2 15:45,543261,control,view
2016/10/2 15:50,275117,experiment,view
2016/10/2 16:16,652353,control,view
2016/10/2 17:01,677078,control,view
2016/10/2 17:52,292135,experiment,view
2016/10/2 17:53,311308,experiment,view
2016/10/2 17:54,292135,experiment,click
2016/10/2 17:55,311308,experiment,click
2016/10/2 17:56,596103,control,view
2016/10/2 18:05,732632,control,view
2016/10/2 18:48,696456,control,view
2016/10/2 18:48,696456,control,click
2016/10/2 19:06,661557,control,view
2016/10/2 19:08,661557,control,click
2016/10/2 19:15,903223,control,view
2016/10/2 19:16,903223,control,click
2016/10/2 19:30,652877,control,view
2016/10/2 21:23,929352,control,view
2016/10/2 22:21,883141,experiment,view
2016/10/2 22:23,883141,experiment,click
2016/10/2 22:23,937003,control,view
2016/10/2 22:24,590326,control,view
2016/10/2 22:47,808870,experiment,view
2016/10/2 23:06,873691,control,view
2016/10/2 23:07,873691,control,click
2016/10/2 23:28,838075,control,view
2016/10/3 00:12,740477,control,view
2016/10/3 00:13,740477,control,click
2016/10/3 00:55,768170,experiment,view
2016/10/3 00:57,768170,experiment,click
2016/10/3 01:00,260873,control,view
2016/10/3 01:01,260873,control,click
2016/10/3 01:11,729334,control,view
2016/10/3 01:30,844519,control,view
2016/10/3 01:31,844519,control,click
2016/10/3 01:40,232843,experiment,view
2016/10/3 01:44,786608,control,view
2016/10/3 01:46,373646,experiment,view
2016/10/3 03:22,777086,experiment,view
2016/10/3 03:25,268733,experiment,view
2016/10/3 03:50,789500,control,view
2016/10/3 03:51,789500,control,click
2016/10/3 04:01,189694,control,view
2016/10/3 04:02,189694,control,click
2016/10/3 04:04,280863,control,view
2016/10/3 04:04,280863,control,click
2016/10/3 04:41,263533,control,view
2016/10/3 04:42,263533,control,click
2016/10/3 04:59,565462,experiment,view
2016/10/3 05:00,565462,experiment,click
2016/10/3 06:25,417946,control,view
2016/10/3 06:26,834279,control,view
2016/10/3 06:39,675162,control,view
2016/10/3 07:55,875078,experiment,view
2016/10/3 08:27,344504,experiment,view
2016/10/3 09:23,253531,control,view
2016/10/3 09:26,346709,control,view
2016/10/3 09:40,682049,control,view
2016/10/3 11:39,545738,control,view
2016/10/3 12:26,746295,control,view
2016/10/3 12:46,868981,control,view
2016/10/3 12:54,826048,control,view
2016/10/3 13:04,290179,experiment,view
2016/10/3 13:11,799283,control,view
2016/10/3 13:29,409783,control,view
2016/10/3 13:29,352736,control,view
2016/10/3 13:29,409783,control,click
2016/10/3 14:13,651919,control,view
2016/10/3 14:24,897647,experiment,view
2016/10/3 14:24,897647,experiment,click
2016/10/3 14:40,267391,control,view
2016/10/3 14:41,267391,control,click
2016/10/3 15:35,875762,control,view
2016/10/3 17:21,230136,experiment,view
2016/10/3 17:28,261705,experiment,view
2016/10/3 17:28,261705,experiment,click
2016/10/3 18:05,506558,control,view
2016/10/3 18:05,506558,control,click
2016/10/3 18:55,183524,control,view
2016/10/3 19:22,542831,control,view
2016/10/3 19:30,676381,experiment,view
2016/10/3 19:31,676381,experiment,click
2016/10/3 19:41,652629,experiment,view
2016/10/3 19:46,832343,experiment,view
2016/10/3 19:46,832343,experiment,click
2016/10/3 20:20,831394,experiment,view
2016/10/3 20:20,831394,experiment,click
2016/10/3 22:43,529350,control,view
2016/10/3 23:15,251572,control,view
2016/10/3 23:16,251572,control,click
2016/10/3 23:28,564976,experiment,view
2016/10/3 23:32,355306,experiment,view
2016/10/4 00:05,246836,experiment,view
2016/10/4 00:06,246836,experiment,click
2016/10/4 00:45,661251,control,view
2016/10/4 00:45,661251,control,click
2016/10/4 00:46,880338,experiment,view
2016/10/4 01:01,754267,control,view
2016/10/4 01:02,299103,experiment,view
2016/10/4 01:14,740161,experiment,view
2016/10/4 01:57,643047,experiment,view
2016/10/4 03:04,337439,control,view
2016/10/4 04:30,672535,control,view
2016/10/4 06:17,305577,experiment,view
2016/10/4 06:18,305577,experiment,click
2016/10/4 06:21,799200,control,view
2016/10/4 06:22,799200,control,click
2016/10/4 06:50,411360,experiment,view
2016/10/4 06:50,411360,experiment,click
2016/10/4 07:06,593483,control,view
2016/10/4 07:08,327438,experiment,view
2016/10/4 08:00,707837,control,view
2016/10/4 08:09,672387,control,view
2016/10/4 08:33,787220,control,view
2016/10/4 08:34,787220,control,click
2016/10/4 08:48,833186,control,view
2016/10/4 09:05,401640,control,view
2016/10/4 09:13,855285,control,view
2016/10/4 10:07,331747,experiment,view
2016/10/4 10:22,921110,control,view
2016/10/4 11:34,906577,control,view
2016/10/4 11:42,796002,control,view
2016/10/4 12:12,647002,control,view
2016/10/4 12:37,322038,control,view
2016/10/4 12:38,322038,control,click
2016/10/4 13:23,183938,experiment,view
2016/10/4 13:23,183938,experiment,click
2016/10/4 14:02,847797,experiment,view
2016/10/4 14:48,547103,control,view
2016/10/4 14:48,834767,control,view
2016/10/4 15:14,624490,control,view
2016/10/4 16:00,627221,control,view
2016/10/4 16:28,520428,experiment,view
2016/10/4 16:29,520428,experiment,click
2016/10/4 16:33,642075,experiment,view
2016/10/4 16:51,933594,experiment,view
2016/10/4 17:09,789917,experiment,view
2016/10/4 17:18,444204,control,view
2016/10/4 17:18,444204,control,click
2016/10/4 17:35,427416,control,view
2016/10/4 17:52,332115,control,view
2016/10/4 17:54,528913,control,view
2016/10/4 17:54,528913,control,click
2016/10/4 18:14,543217,experiment,view
2016/10/4 18:58,920845,control,view
2016/10/4 18:59,920845,control,click
2016/10/4 19:22,680954,control,view
2016/10/4 20:05,461843,experiment,view
2016/10/4 21:03,215711,experiment,view
2016/10/4 21:03,215711,experiment,click
2016/10/4 21:36,395546,control,view
2016/10/4 21:41,485397,control,view
2016/10/4 21:58,741046,control,view
2016/10/4 22:31,492817,experiment,view
2016/10/4 22:34,548127,control,view
2016/10/4 22:42,462682,experiment,view
2016/10/4 23:18,380840,control,view
2016/10/5 00:54,505111,control,view
2016/10/5 01:09,887233,control,view
2016/10/5 01:10,887233,control,click
2016/10/5 01:42,548958,experiment,view
2016/10/5 02:06,260006,control,view
2016/10/5 02:25,563932,control,view
2016/10/5 02:26,563932,control,click
2016/10/5 03:01,289928,experiment,view
2016/10/5 03:03,786767,control,view
2016/10/5 03:44,402000,control,view
