timestamp,id,group,action,duration
42:37.1,292252,control,view,203.5749276
19:53.3,540577,control,enroll,205.1975311
39:29.1,669818,experiment,view,50.24320386
51:00.8,199601,control,view,60.56598855
00:53.8,393940,experiment,view,42.74590697
40:21.6,840587,experiment,view,183.2925689
23:12.0,296532,experiment,view,62.93001446
27:38.1,352586,control,view,10.10273166
15:25.5,933134,experiment,view,4.305710376
20:55.8,827289,control,view,121.201852
01:09.5,249961,experiment,view,78.74633005
25:49.1,485492,control,view,219.1488044
28:51.8,822522,control,view,23.44737374
34:24.9,511412,control,view,71.67331189
45:46.9,495928,experiment,view,19.57389201
57:38.5,441537,experiment,enroll,137.2905559
35:16.2,685851,control,view,136.6314974
39:55.3,824757,control,view,78.9452591
20:44.9,930939,control,view,3.502977251
23:14.8,322052,control,enroll,59.0056433
35:43.7,571124,experiment,enroll,64.09218341
40:17.9,381758,control,view,123.2633751
40:31.4,381758,control,view,
02:33.1,224227,experiment,view,107.2339191
35:50.3,585472,control,view,64.61006203
42:49.3,920568,experiment,enroll,247.121578
51:46.1,804652,experiment,view,44.98706627
36:21.2,637883,experiment,view,179.9537702
23:29.4,673302,experiment,view,158.9361909
42:22.4,557126,experiment,enroll,246.5297858
06:19.5,739639,experiment,view,146.973086
10:53.8,805898,control,view,100.8470279
16:04.2,337271,experiment,view,115.4252615
26:41.2,384586,control,enroll,91.21794615
26:53.0,243872,control,view,256.4126469
23:03.1,291539,control,view,227.6448552
25:14.0,684397,experiment,enroll,126.0371349
26:30.7,373576,experiment,view,29.89147739
33:35.6,324960,control,enroll,63.91805329
46:04.4,435165,experiment,view,20.8176461
47:57.9,683988,experiment,view,95.19997517
00:57.3,655152,control,enroll,20.03261619
13:32.4,551524,control,view,205.7149287
24:46.2,429658,experiment,enroll,26.9150364
46:32.8,510477,experiment,view,122.0742334
50:44.9,347416,control,enroll,105.3316205
17:52.3,765366,experiment,view,20.43650348
59:40.1,829268,control,view,99.06981764
10:23.3,671116,control,view,153.2228388
45:33.7,313924,control,view,53.78045957
11:07.1,604301,control,view,204.4592651
13:19.9,576367,control,view,77.20279028
18:14.7,247380,experiment,view,228.4612112
33:50.1,488373,control,view,4.947575513
54:14.5,791509,experiment,view,37.48142403
06:16.3,826595,experiment,enroll,98.96749605
13:15.2,827885,control,view,35.49235081
31:38.7,817957,experiment,enroll,116.5517796
14:57.4,515997,experiment,view,2.226243635
44:44.3,236834,control,enroll,92.25020657
50:23.9,400143,experiment,view,187.468275
18:52.5,320268,experiment,view,135.3290024
29:40.3,605334,control,view,134.3832851
32:28.1,284968,experiment,view,75.09040736
52:49.5,477681,control,view,116.6913235
06:03.2,648558,experiment,view,74.9080532
19:49.8,285655,experiment,view,67.99536591
29:40.2,761919,control,view,218.515373
21:53.7,383628,experiment,view,73.44805087
06:50.7,840092,control,view,116.423338
35:35.0,778137,experiment,view,89.15696151
08:29.7,754431,experiment,view,31.92111651
40:51.6,560467,control,view,152.8911606
06:19.4,325255,experiment,view,284.291375
43:35.0,440010,experiment,view,201.1635111
03:24.1,530663,experiment,view,252.0297209
33:00.6,778391,experiment,enroll,55.52598005
53:38.9,782962,control,enroll,35.07776839
22:56.4,236609,control,view,160.097494
00:10.2,719935,experiment,view,57.77984038
50:50.5,648747,experiment,view,42.66700272
01:47.0,289574,control,view,5.529291067
18:00.1,190993,control,enroll,211.8832818
42:04.7,622592,experiment,view,104.5225344
11:02.1,860058,experiment,view,50.87935164
22:45.2,521191,control,view,80.07849344
36:28.7,345439,experiment,view,76.18923615
09:24.1,661649,experiment,view,156.1453879
19:49.8,918146,control,view,78.93602411
43:27.6,612937,experiment,view,180.7170211
09:44.8,511901,experiment,view,110.2960784
38:31.9,864854,control,view,41.88599103
32:43.6,458664,control,view,64.86904493
38:25.2,857700,control,view,145.3241141
50:08.0,777806,experiment,view,19.75060524
55:57.6,666799,control,enroll,137.053721
20:44.5,891052,control,view,142.5452008
16:38.6,368848,control,view,182.4489105
28:10.2,307158,experiment,view,40.16730446
33:32.0,549655,control,view,129.4514959
50:00.6,520473,experiment,view,221.2115888
04:49.7,314625,experiment,enroll,44.00967835
23:54.0,560100,control,view,88.46778512
37:20.1,225986,control,view,306.3979333
49:39.4,845140,experiment,view,115.002099
16:38.2,696909,experiment,view,72.43960082
52:13.2,788497,experiment,view,166.7781698
53:49.9,699605,experiment,view,152.5193687
11:31.1,429056,control,view,118.4502078
26:02.0,239753,experiment,view,173.321373
53:59.7,667231,experiment,view,276.4521221
00:41.3,845834,control,view,89.77641577
03:47.6,653696,experiment,view,151.492969
17:52.0,222442,control,view,174.8876544
08:32.5,733572,control,view,182.0278588
02:45.0,904038,experiment,view,20.19225204
17:15.8,848000,control,view,189.7149489
27:39.9,781455,control,view,75.6805346
47:31.9,192175,experiment,view,48.65656008
58:35.6,230260,control,view,214.7961592
28:23.4,187125,control,view,13.98240335
40:12.0,882058,experiment,view,107.2503039
09:28.5,233644,control,view,60.15448533
33:14.1,811876,control,view,260.9527432
39:28.5,722801,experiment,view,172.7290599
32:13.4,831344,control,view,119.121202
51:29.5,813520,experiment,view,70.93401606
07:33.1,757165,control,view,139.1331471
08:57.0,757165,control,enroll,
27:47.2,205152,control,view,291.363542
04:37.2,790255,control,view,10.13876073
21:46.9,720401,control,enroll,156.7362905
26:48.0,546889,experiment,view,186.9692351
56:13.3,878928,experiment,view,17.6984944
13:06.7,684382,experiment,view,95.21219154
52:01.0,554045,experiment,view,109.2997656
40:06.1,218169,control,enroll,207.5658204
06:22.6,255310,experiment,enroll,63.84122089
08:41.6,203891,experiment,view,307.3735881
49:19.5,509829,control,enroll,151.9984077
31:58.4,866976,experiment,enroll,154.1331727
16:49.9,623525,control,view,50.50532797
51:00.1,747386,experiment,enroll,116.036707
59:05.8,352476,experiment,view,122.544395
42:17.6,780175,control,view,132.9653892
14:54.7,733043,experiment,enroll,168.5683357
39:28.7,764025,control,view,211.5620203
07:06.0,693214,control,enroll,27.57134962
36:35.7,303343,experiment,view,39.17263126
23:09.2,185114,experiment,enroll,125.5728685
46:39.1,556942,experiment,view,78.42770116
42:51.3,652627,control,view,101.9780264
10:24.0,646181,experiment,view,97.32531003
12:29.7,602206,control,view,18.17167331
28:52.2,639208,control,view,76.22210952
20:32.3,726195,control,view,170.0359229
26:15.8,632502,experiment,view,146.4255237
57:23.3,708697,experiment,view,87.78315472
41:38.8,903865,experiment,view,85.94811618
54:35.0,221843,experiment,view,95.45235599
23:45.9,358005,control,enroll,55.75531852
40:20.7,638990,control,view,158.0007723
49:33.9,239596,control,enroll,135.0819443
08:06.0,239792,control,view,83.51034072
16:48.5,456559,experiment,view,33.88551616
12:21.7,362635,control,view,150.2851538
23:28.5,699130,control,view,66.99684374
44:28.8,627836,experiment,view,196.9427053
44:30.4,511472,experiment,view,183.9586255
26:28.6,813237,control,view,151.2872857
43:13.6,519682,experiment,view,161.5331801
52:43.6,794063,experiment,view,235.4693862
10:50.9,313004,experiment,view,78.74548099
29:27.8,590164,experiment,enroll,129.044325
17:49.2,818283,experiment,view,144.3427375
42:24.8,870232,experiment,view,122.6878999
32:45.4,865515,control,view,106.2212835
41:54.1,536354,experiment,view,67.1498047
55:11.2,917958,experiment,view,38.4062307
06:09.9,340639,experiment,view,13.43268475
26:44.7,923867,control,view,21.88004507
24:56.3,709522,control,view,52.21937548
50:08.5,375931,control,enroll,68.18659927
57:50.3,825126,control,view,208.6231185
49:15.8,491365,control,view,138.786636
14:15.7,592717,experiment,view,104.320413
14:34.6,307436,control,view,15.6123682
29:10.0,615199,experiment,view,147.1075336
42:38.3,193094,experiment,view,212.5268219
51:09.3,361368,experiment,enroll,56.31987784
48:54.9,813583,experiment,view,163.8463701
07:49.2,257848,experiment,view,135.1809524
32:31.4,696957,experiment,enroll,252.0303546
33:09.6,852986,experiment,view,183.2865958
37:22.6,842209,control,enroll,46.40986149
53:08.0,772134,control,view,119.6808245
01:44.2,675071,control,enroll,12.25944881
22:23.6,890821,experiment,view,124.7456721
59:03.5,435563,control,view,10.7925898
09:30.9,611013,control,view,157.4265864
27:29.7,895509,experiment,view,76.20230506
30:10.1,913821,control,view,34.03361569
35:07.6,460819,experiment,enroll,162.0113112
40:24.6,672676,control,view,196.8300867
03:45.3,367963,control,view,141.4468995
23:48.0,552598,control,view,148.8290254
20:44.2,239334,experiment,enroll,65.45925035
31:43.6,298385,control,enroll,297.6852879
21:26.4,483592,experiment,view,168.6397212
07:48.6,452468,experiment,view,260.1676853
31:40.1,730859,control,view,262.7916732
00:05.2,548860,experiment,view,94.55640013
04:59.5,777292,experiment,enroll,84.59079786
43:50.8,903194,control,view,84.83623839
25:41.4,499675,control,enroll,167.6291824
53:59.7,425694,experiment,view,180.6267253
56:29.2,586607,experiment,view,121.8312971
07:47.1,540511,control,view,101.4059588
23:35.0,434836,control,view,125.2399641
26:16.3,345309,control,view,22.36419953
13:36.6,906045,experiment,view,8.566355731
02:26.2,235238,control,view,176.2911776
48:17.3,450206,control,enroll,20.2917979
33:23.5,720552,control,enroll,25.32343262
27:26.9,840558,control,view,166.3611598
53:38.1,500691,experiment,view,177.3192321
09:40.9,460925,experiment,view,92.32113504
16:20.1,403161,control,view,140.8623865
20:12.5,672228,control,view,191.8497675
23:58.3,371723,control,view,123.6666112
24:49.2,431718,experiment,view,33.73945583
16:11.2,612767,control,view,32.9610132
08:44.8,481501,control,view,99.4906844
10:50.1,588474,experiment,view,96.29665416
21:26.5,600555,control,enroll,174.9321053
43:14.4,713124,experiment,view,54.70268419
03:30.2,518172,experiment,view,11.31536714
10:33.4,934220,control,view,0.419046277
46:07.5,533530,experiment,view,135.8395345
08:00.6,793691,experiment,view,250.0655028
20:04.9,209234,experiment,view,113.3549165
44:37.7,931303,experiment,view,2.566804339
04:50.2,265446,control,view,10.55487451
21:06.8,304767,control,view,137.9612476
21:02.2,276764,control,view,95.87728059
28:07.5,485973,control,view,221.3841834
32:34.7,567116,control,view,203.0277855
09:41.5,279894,experiment,enroll,106.9520115
28:42.3,434129,experiment,view,194.9695992
48:03.8,597264,control,enroll,68.50879747
57:20.3,784566,control,view,284.9125247
22:18.3,459156,experiment,enroll,245.9006574
16:58.4,813679,control,view,227.9723148
31:59.9,817977,control,view,175.2892628
52:46.9,314471,control,view,86.65004862
34:20.7,197224,control,view,163.3988675
15:58.7,687869,control,view,88.15547848
10:28.8,634677,control,view,130.9959452
04:14.2,427275,control,view,84.17052754
28:19.2,549505,experiment,view,99.90627839
35:59.1,624380,experiment,view,39.55285829
04:36.0,884053,experiment,view,109.6371731
28:17.0,810497,control,view,210.39835
40:57.8,798769,control,enroll,30.2594841
58:35.1,644161,experiment,view,251.8076388
14:16.9,603801,experiment,view,79.61694929
10:55.0,286953,experiment,view,161.439488
13:20.7,590069,control,view,15.64868338
21:23.5,453193,experiment,view,177.7942961
05:03.7,792047,control,view,47.36811978
06:00.8,862441,control,view,145.9026274
13:04.6,776222,experiment,view,125.8668125
12:48.9,806108,control,enroll,88.47277276
09:59.7,541543,control,view,128.9190722
19:17.5,453375,experiment,enroll,125.8179308
47:47.6,765499,control,view,129.4733046
55:31.1,525277,experiment,enroll,9.013639122
40:47.4,526096,control,view,167.6777162
30:34.6,407530,experiment,view,157.0393594
44:40.3,275699,experiment,view,138.0011195
37:01.0,418638,control,view,99.72077512
37:03.6,299939,experiment,enroll,72.65127826
39:50.9,226046,experiment,enroll,190.9469876
00:48.6,653486,control,view,115.4057336
01:54.2,462572,control,view,113.79482
05:36.8,197544,experiment,view,306.7105876
07:13.5,621526,experiment,view,68.32950797
40:32.7,897808,control,view,145.4522356
49:57.4,798345,control,view,38.14867339
20:54.8,691695,experiment,view,9.204568936
41:52.3,405342,control,enroll,24.6145022
47:41.8,545230,experiment,view,167.6203138
03:26.1,542330,experiment,view,98.60599805
37:05.0,511477,experiment,view,272.2971564
04:47.0,419423,control,view,94.60457414
12:24.6,215576,control,view,156.7080235
32:37.1,609880,experiment,enroll,174.1992567
11:27.3,595468,control,view,76.99318522
11:44.1,602088,control,view,191.874564
15:01.4,462499,experiment,view,0.690194462
20:14.7,757049,control,enroll,143.0051892
26:21.9,727627,experiment,view,110.413081
33:45.5,391241,control,view,148.6298263
26:57.5,683950,experiment,view,148.163217
53:39.1,627502,experiment,view,176.3673913
19:21.3,726546,experiment,enroll,169.5714705
21:55.9,488436,control,enroll,76.02187518
44:14.8,506887,control,view,71.8205269
01:04.3,567827,experiment,view,98.37854255
02:29.4,423881,control,view,101.6555122
38:21.5,424888,control,enroll,44.5365273
39:25.1,586471,control,view,81.06634739
48:07.0,518626,experiment,view,186.3344726
49:27.7,272928,control,view,176.7068463
51:57.8,505892,control,view,70.60423927
03:29.3,755452,control,view,22.65406187
29:11.2,598113,control,view,127.3506731
40:06.2,338834,control,enroll,108.7491441
39:16.5,507522,experiment,enroll,186.2550147
47:27.0,809039,experiment,view,86.0339145
56:40.1,513780,control,view,130.7917895
28:28.6,824435,experiment,view,132.9541577
34:23.9,612540,experiment,view,218.3295388
26:16.1,467546,experiment,view,8.582218138
50:50.0,295036,experiment,view,135.011633
54:29.8,576642,experiment,view,139.8851254
18:29.1,573334,experiment,enroll,67.5943922
25:26.8,883548,experiment,enroll,149.7212126
37:53.1,881924,control,view,194.8510173
25:07.5,683564,experiment,enroll,121.2821493
06:26.6,869876,control,view,171.9696637
10:46.7,840851,experiment,view,77.30187405
41:33.1,627448,control,enroll,48.58386914
54:49.8,268785,experiment,enroll,103.3309214
09:00.8,800057,control,enroll,116.6417123
09:36.7,421042,experiment,view,107.916746
33:09.0,252346,control,view,247.5931701
06:08.1,785487,experiment,view,160.9063818
18:40.1,712577,experiment,view,230.4662962
42:53.4,849132,control,enroll,81.99081332
43:41.0,837288,control,view,161.8477516
15:16.1,472759,experiment,view,200.7280183
18:07.2,420735,experiment,enroll,80.71424892
23:24.4,523823,experiment,view,253.2044206
08:49.5,884517,control,view,143.2550762
17:05.4,596138,experiment,enroll,153.7546901
30:51.5,801005,experiment,view,86.40369173
16:33.9,647798,control,view,166.6768686
22:58.2,210822,experiment,view,46.24975376
13:15.3,213453,control,view,20.92708328
25:17.6,188550,control,view,132.0010141
34:43.5,898869,experiment,view,162.3978031
38:43.9,266147,control,view,107.571317
56:17.7,469880,experiment,view,164.0387577
10:40.9,652530,control,view,142.6981594
11:48.9,436331,control,view,123.1521845
13:51.0,487220,control,view,163.4132233
16:09.1,929531,experiment,view,269.4001236
08:35.9,543549,experiment,view,163.823498
16:03.4,603419,experiment,view,186.2096748
51:06.7,744903,control,view,103.1390407
10:25.3,612163,control,view,49.8693274
41:03.9,191056,experiment,enroll,77.6399426
52:55.8,284591,experiment,view,117.6629213
54:44.0,492541,control,view,10.02005076
26:19.0,678491,control,enroll,153.9514615
26:20.7,678491,control,view,
30:11.0,576318,experiment,view,176.9218061
30:33.8,576318,experiment,enroll,176.9218061
36:21.3,494774,experiment,enroll,40.67540703
38:48.9,855734,experiment,view,36.51274206
03:59.7,461548,experiment,view,55.21446873
06:33.8,868372,experiment,view,27.27072659
04:34.4,683613,control,enroll,127.3203126
27:02.5,767714,experiment,view,275.2809861
28:49.1,361216,experiment,enroll,104.5865991
26:42.7,660701,control,view,149.5176214
34:33.9,291470,experiment,view,27.98398123
13:31.4,850175,experiment,view,210.5215744
35:28.5,195530,control,view,158.1800847
33:16.7,579266,control,view,177.1381673
44:14.8,240611,experiment,view,166.4728175
08:16.9,736191,control,view,28.07535996
52:14.5,431035,control,view,55.86909793
54:13.1,688961,experiment,view,122.4378897
56:21.3,401532,experiment,view,173.122868
59:13.3,392982,control,view,78.28660465
45:22.3,689095,experiment,view,86.21508197
52:43.1,634878,experiment,view,74.39149897
04:45.6,615366,experiment,view,330.849351
25:34.1,211741,control,enroll,8.811009448
33:44.6,331865,experiment,view,133.1057651
33:59.7,537000,control,view,5.151317731
35:42.8,831134,experiment,enroll,172.4912535
50:33.3,829825,experiment,view,133.9578715
42:50.1,827128,control,view,260.2668992
46:47.1,221916,control,view,116.3700231
09:42.0,783453,experiment,enroll,98.24448275
11:35.1,389766,experiment,view,103.1977313
14:31.4,316402,control,enroll,4.306253088
21:08.9,523469,control,view,85.46882541
24:45.3,703752,experiment,view,274.4068602
00:16.1,326442,experiment,view,43.27139139
30:31.1,774313,experiment,view,141.268845
49:30.6,512857,control,view,27.78135337
05:39.7,214362,experiment,enroll,82.4944724
01:35.2,590635,experiment,view,168.7706139
17:25.7,925600,control,enroll,202.373802
54:32.3,447186,control,enroll,81.39351944
09:01.2,533460,control,view,113.274736
15:32.4,295608,control,view,98.77034904
00:00.2,268114,control,view,36.99602289
04:03.1,363197,experiment,view,0.185470983
09:36.8,699222,experiment,view,26.35258396
47:36.7,455246,control,view,271.9835309
50:29.4,318855,experiment,enroll,115.6703095
53:07.2,652983,experiment,view,63.23377684
05:55.9,860721,experiment,view,44.38236005
11:08.8,879263,experiment,view,34.14014325
29:28.7,537369,control,view,106.059981
00:35.9,924868,control,view,162.1751342
52:33.0,605861,control,enroll,132.4598795
38:21.0,304878,control,view,193.8278053
20:34.5,481521,control,view,178.1139289
46:48.9,417539,control,view,155.8466504
20:09.3,371903,experiment,view,130.6438858
12:03.2,822790,experiment,view,262.0016733
30:24.7,849103,control,view,89.59312147
41:26.2,441983,control,view,30.9788565
12:40.7,594823,experiment,view,24.88748335
33:31.2,824259,experiment,enroll,143.1875492
45:09.4,579347,control,view,137.7058545
04:02.9,501256,experiment,enroll,46.16056208
24:47.9,888544,control,view,142.7214368
03:41.3,739622,experiment,view,59.31569708
05:13.8,909070,experiment,view,159.4827745
27:37.4,257704,experiment,view,98.26642745
13:45.7,366821,control,view,184.4811088
45:40.9,690897,experiment,view,7.743893412
10:12.8,463896,control,view,134.7948796
48:41.5,652867,control,view,198.3302907
30:54.8,280066,control,view,236.5410699
29:14.6,449305,experiment,enroll,105.5769774
58:35.3,358022,experiment,view,315.233849
34:43.8,308950,experiment,view,205.8194794
55:42.0,348426,experiment,view,34.4812536
04:02.7,361960,control,enroll,15.00392131
12:30.7,782880,control,view,65.30985278
